Type,Keyword,Original,Goal,Targets,HigherLevel,TargetLevel,NonHumanSubject,GoalTopic
Challenge,climate,[climate change] x [awareness raising],13,13_3,2,1,,climate change
Challenge,awareness,[climate change] x [awareness raising],13,13_3,2,1,,climate change
Challenge,climate awareness,[climate change] x [awareness raising],13,13_3,1,1,,climate change
Challenge,climate change human capacity,[climate change] x [human capacity],13,13_3,,1,,climate change
Challenge,climate change,[climate change] x [human capacity],13,13_3,1,1,,climate change
Challenge,climate,[climate change] x [human capacity],13,13_3,2,1,,climate change
Challenge,human capacity,[climate change] x [human capacity],13,13_3,1,1,,climate change
Challenge,humans,[climate change] x [human capacity],13,13_3,2,1,,climate change
Challenge,climate capacity,[climate change] x [human capacity],13,13_3,1,1,,climate change
Challenge,climate change institutional capacity,[climate change] x [institutional capacity],13,13_3,,1,,climate change
Challenge,climate change,[climate change] x [institutional capacity],13,13_3,1,1,,climate change
Challenge,climate,[climate change] x [institutional capacity],13,13_3,2,1,,climate change
Challenge,institutional capacity,[climate change] x [institutional capacity],13,13_3,1,1,,climate change
Challenge,institutions,[climate change] x [institutional capacity],13,13_3,2,1,,climate change
Challenge,climate capacity,[climate change] x [institutional capacity],13,13_3,1,1,,climate change
Challenge,marine pollution prevention,[marine] x [pollution] x [prevent],14,14_1,,1,,oceans
Challenge,marine pollution,[marine] x [pollution] x [prevent],14,14_1,1,1,,oceans
Challenge,pollution prevention,[marine] x [pollution] x [prevent],14,14_1,1,1,,oceans
Challenge,pollution,[marine] x [pollution] x [prevent],14,14_1,2,1,,oceans
Challenge,marine,[marine] x [pollution] x [prevent],14,14_1,2,1,,oceans
Challenge,prevention,[marine] x [pollution] x [prevent],14,14_1,2,1,,oceans
Challenge,marine pollution reduction,[marine] x [pollution] x [reduce],14,14_1,,1,,oceans
Challenge,marine pollution,[marine] x [pollution] x [reduce],14,14_1,1,1,,oceans
Challenge,pollution reduction,[marine] x [pollution] x [reduce],14,14_1,1,1,,oceans
Challenge,pollution,[marine] x [pollution] x [reduce],14,14_1,2,1,,oceans
Challenge,marine,[marine] x [pollution] x [reduce],14,14_1,2,1,,oceans
Challenge,reduction,[marine] x [pollution] x [reduce],14,14_1,2,1,,oceans
Challenge,marine nutrient pollution,[marine] x [nutrient] x [pollution],14,14_1,,1,,oceans
Challenge,nutrient pollution,[marine] x [nutrient] x [pollution],14,14_1,1,1,,oceans
Challenge,marine pollution,[marine] x [nutrient] x [pollution],14,14_1,1,1,,oceans
Challenge,nutrients,[marine] x [nutrient] x [pollution],14,14_1,2,1,,oceans
Challenge,pollution,[marine] x [nutrient] x [pollution],14,14_1,2,1,,oceans
Challenge,marine debris pollution,[marine] x [debris] x [pollution],14,14_1,,1,,oceans
Challenge,debris pollution,[marine] x [debris] x [pollution],14,14_1,1,1,,oceans
Challenge,marine pollution,[marine] x [debris] x [pollution],14,14_1,1,1,,oceans
Challenge,debris,[marine] x [debris] x [pollution],14,14_1,2,1,,oceans
Challenge,pollution,[marine] x [debris] x [pollution],14,14_1,2,1,,oceans
Challenge,land-based activities,land-based activities,14,14_1,,1,,oceans
Challenge,oceans,marine,14,14_1,,1,,oceans
Challenge,marine ecosystem management,[manage] x [marine] x [ecosystems],14,14_2,,1,,oceans
Challenge,ecosystem management,[manage] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,marine ecosystems,[manage] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,marine management,[manage] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,management,[manage] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,oceans,[manage] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[manage] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,coastal ecosystem management,[manage] x [coastal] x [ecosystems],14,14_2,,1,,oceans
Challenge,ecosystem management,[manage] x [coastal] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coastal ecosystems,[manage] x [coastal] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coastal management,[manage] x [coastal] x [ecosystems],14,14_2,1,1,,oceans
Challenge,management,[manage] x [coastal] x [ecosystems],14,14_2,2,1,,oceans
Challenge,coasts,[manage] x [coastal] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[manage] x [coastal] x [ecosystems],14,14_2,2,1,,oceans
Challenge,marine ecosystem protection,[protect] x [marine] x [ecosystems],14,14_2,,1,,oceans
Challenge,ecosystem protection,[protect] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,marine ecosystems,[protect] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,marine protection,[protect] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,protection,[protect] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,oceans,[protect] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[protect] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,coastal ecosystem protection,[protect] x [coastal] x [ecosystems],14,14_2,,1,,oceans
Challenge,ecosystem protection,[protect] x [coastal] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coastal ecosystems,[protect] x [coastal] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coastal protection,[protect] x [coastal] x [ecosystems],14,14_2,1,1,,oceans
Challenge,protection,[protect] x [coastal] x [ecosystems],14,14_2,2,1,,oceans
Challenge,coasts,[protect] x [coastal] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[protect] x [coastal] x [ecosystems],14,14_2,2,1,,oceans
Challenge,marine ecosystem resilience,[resilience] x [marine] x [ecosystems],14,14_2,,1,,oceans
Challenge,marine ecosystems,[resilience] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,ecosystem resilience,[resilience] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,marine resilience,[resilience] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,oceans,[resilience] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,resilience,[resilience] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[resilience] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,coastal ecosystem resilience,[resilience] x [marine] x [ecosystems],14,14_2,,1,,oceans
Challenge,coastal ecosystems,[resilience] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,ecosystem resilience,[resilience] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coastal resilience,[resilience] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coasts,[resilience] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,resilience,[resilience] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[resilience] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,marine ecosystem restoration,[restoration] x [marine] x [ecosystems],14,14_2,,1,,oceans
Challenge,marine ecosystems,[restoration] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,ecosystem restoration,[restoration] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,marine restoration,[restoration] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,oceans,[restoration] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,restoration,[restoration] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[restoration] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,coastal ecosystem restoration,[restoration] x [marine] x [ecosystems],14,14_2,,1,,oceans
Challenge,coastal ecosystems,[restoration] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,ecosystem restoration,[restoration] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coastal restoration,[restoration] x [marine] x [ecosystems],14,14_2,1,1,,oceans
Challenge,coasts,[restoration] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,restoration,[restoration] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,ecosystems,[restoration] x [marine] x [ecosystems],14,14_2,2,1,,oceans
Challenge,marine health,[healthy] x [oceans],14,14_2,,1,,oceans
Challenge,health,[healthy] x [oceans],14,14_2,1,1,,oceans
Challenge,oceans,[healthy] x [oceans],14,14_2,1,1,,oceans
Challenge,marine productivity,[productive] x [oceans],14,14_2,,1,,oceans
Challenge,productivity,[productive] x [oceans],14,14_2,1,1,,oceans
Challenge,oceans,[productive] x [oceans],14,14_2,1,1,,oceans
Challenge,ocean acidification,ocean acidification,14,14_3,,1,,oceans
Challenge,acidification,ocean acidification,14,14_3,1,1,,oceans
Challenge,oceans,ocean acidification,14,14_3,1,1,,oceans
Challenge,science-based management plans,science-based management plan,14,14_4,,1,,oceans
Challenge,science-based management,science-based management plan,14,14_4,1,1,,oceans
Challenge,science-based planning,science-based management plan,14,14_4,1,1,,oceans
Challenge,management,science-based management plan,14,14_4,2,1,,oceans
Challenge,science,science-based management plan,14,14_4,2,1,,oceans
Challenge,planning,science-based management plan,14,14_4,2,1,,oceans
Challenge,harvest regulation,regulate harvesting,14,14_4,,1,,oceans
Challenge,regulation,regulate harvesting,14,14_4,1,1,,oceans
Challenge,harvesting,regulate harvesting,14,14_4,1,1,,oceans
Challenge,marine harvesting,regulate harvesting,14,14_4,2,1,,oceans
Challenge,oceans,regulate harvesting,14,14_4,3,1,,oceans
Challenge,overfishing,overfishing,14,14_4,,1,,oceans
Challenge,overharvesting,overfishing,14,14_4,1,1,,oceans
Challenge,harvesting,overfishing,14,14_4,2,1,,oceans
Challenge,fisheries,overfishing,14,14_4,1,1,,oceans
Challenge,fish,overfishing,14,14_4,2,1,,oceans
Challenge,IUU fishing,[IUU] x [fishing],14,14_4,,1,,oceans
Challenge,fisheries,[IUU] x [fishing],14,14_4,1,1,,oceans
Challenge,IUU,[IUU] x [fishing],14,14_4,1,1,,oceans
Challenge,fish,[IUU] x [fishing],14,14_4,2,1,,oceans
Challenge,detructive fishing practices,detructive fishing practices,14,14_4,,1,,oceans
Challenge,fishing practices,detructive fishing practices,14,14_4,1,1,,oceans
Challenge,fisheries,detructive fishing practices,14,14_4,2,1,,oceans
Challenge,practices,detructive fishing practices,14,14_4,2,1,,oceans
Challenge,fish,detructive fishing practices,14,14_4,3,1,,oceans
Challenge,fish stock resoration,restore fish stocks,14,14_4,,1,,oceans
Challenge,restoration,restore fish stocks,14,14_4,1,1,,oceans
Challenge,fish stocks,restore fish stocks,14,14_4,1,1,,oceans
Challenge,fish,restore fish stocks,14,14_4,2,1,,oceans
Challenge,maximum sustainable yield,maximum sustainable yield,14,14_4,,1,,oceans
Challenge,maximum yield,maximum sustainable yield,14,14_4,1,1,,oceans
Challenge,sustainable yield,maximum sustainable yield,14,14_4,1,1,,oceans
Challenge,yield,maximum sustainable yield,14,14_4,2,1,,oceans
Challenge,biological characteristics,biological characteristics,14,14_4,,1,,oceans
Challenge,biology,biological characteristics,14,14_4,1,1,,oceans
Challenge,marine area conservation,[marine] x [areas] x [conserve],14,14_5,,1,,oceans
Challenge,marine areas,[marine] x [areas] x [conserve],14,14_5,1,1,,oceans
Challenge,marine conservation,[marine] x [areas] x [conserve],14,14_5,1,1,,oceans
Challenge,conservation,[marine] x [areas] x [conserve],14,14_5,2,1,,oceans
Challenge,oceans,[marine] x [areas] x [conserve],14,14_5,2,1,,oceans
Challenge,coastal area conservation,[coastal] x [areas] x [conserve],14,14_5,,1,,oceans
Challenge,coastal areas,[coastal] x [areas] x [conserve],14,14_5,1,1,,oceans
Challenge,coastal conservation,[coastal] x [areas] x [conserve],14,14_5,1,1,,oceans
Challenge,conservation,[coastal] x [areas] x [conserve],14,14_5,2,1,,oceans
Challenge,coasts,[coastal] x [areas] x [conserve],14,14_5,2,1,,oceans
Challenge,scientific information,scientific information,14,14_5,,1,,oceans
Challenge,science,scientific information,14,14_5,1,1,,oceans
Challenge,information,scientific information,14,14_5,1,1,,oceans
Challenge,fisheries subsidies prohibition,[fisheries subsidies] x [prohibit],14,14_6,,1,,oceans
Challenge,fisheries subsidies,[fisheries subsidies] x [prohibit],14,14_6,1,1,,oceans
Challenge,subsidies prohibition,[fisheries subsidies] x [prohibit],14,14_6,1,1,,oceans
Challenge,subsidies,[fisheries subsidies] x [prohibit],14,14_6,2,1,,oceans
Challenge,fisheries,[fisheries subsidies] x [prohibit],14,14_6,2,1,,oceans
Challenge,prohibition,[fisheries subsidies] x [prohibit],14,14_6,2,1,,oceans
Challenge,fish,[fisheries subsidies] x [prohibit],14,14_6,3,1,,oceans
Challenge,fisheries overcapacity subsidies,[overcapacity] x [subsidies],14,14_6,,1,,oceans
Challenge,overcapacity subsidies,[overcapacity] x [subsidies],14,14_6,1,1,,oceans
Challenge,fish,[overcapacity] x [subsidies],14,14_6,3,1,,oceans
Challenge,fisheries capacity,[overcapacity] x [subsidies],14,14_6,1,1,,oceans
Challenge,fisheries subsidies,[overcapacity] x [subsidies],14,14_6,1,1,,oceans
Challenge,subsidies,[overcapacity] x [subsidies],14,14_6,2,1,,oceans
Challenge,fisheries,[overcapacity] x [subsidies],14,14_6,2,1,,oceans
Challenge,overfishing,overfishing,14,14_6,,1,,oceans
Challenge,fisheries,overfishing,14,14_6,1,1,,oceans
Challenge,fish,overfishing,14,14_6,2,1,,oceans
Challenge,overharvesting,overfishing,14,14_6,1,1,,oceans
Challenge,IUU fishing subsidies,[IUU fishing] x [subsidies],14,14_6,,1,,oceans
Challenge,IUU fishing,[IUU fishing] x [subsidies],14,14_6,1,1,,oceans
Challenge,fisheries subsidies,[IUU fishing] x [subsidies],14,14_6,1,1,,oceans
Challenge,fisheries,[IUU fishing] x [subsidies],14,14_6,2,1,,oceans
Challenge,fish,[IUU fishing] x [subsidies],14,14_6,3,1,,oceans
Challenge,special treatment,[special] x [treatment],14,14_6,,1,,oceans
Challenge,differential treatment,[special] x [treatment],14,14_6,,1,,oceans
Challenge,sustainable fisheries management,[sustainable management] x [fisheries],14,14_7,,1,,oceans
Challenge,fisheries management,[sustainable management] x [fisheries],14,14_7,1,1,,oceans
Challenge,sustainbale management,[sustainable management] x [fisheries],14,14_7,1,1,,oceans
Challenge,fisheries,[sustainable management] x [fisheries],14,14_7,2,1,,oceans
Challenge,management,[sustainable management] x [fisheries],14,14_7,2,1,,oceans
Challenge,fish,[sustainable management] x [fisheries],14,14_7,3,1,,oceans
Challenge,sustainable aquaculture management,[sustainable management] x [aquaculture],14,14_7,,1,,oceans
Challenge,aquaculture management,[sustainable management] x [aquaculture],14,14_7,1,1,,oceans
Challenge,sustainbale management,[sustainable management] x [aquaculture],14,14_7,1,1,,oceans
Challenge,aquaculture,[sustainable management] x [aquaculture],14,14_7,2,1,,oceans
Challenge,management,[sustainable management] x [aquaculture],14,14_7,2,1,,oceans
Challenge,sustainable tourism management,[sustainable management] x [tourism],14,14_7,,1,,oceans
Challenge,tourism management,[sustainable management] x [tourism],14,14_7,1,1,,oceans
Challenge,sustainbale management,[sustainable management] x [tourism],14,14_7,1,1,,oceans
Challenge,tourism,[sustainable management] x [tourism],14,14_7,2,1,,oceans
Challenge,management,[sustainable management] x [tourism],14,14_7,2,1,,oceans
Challenge,SIDS economic benefits,[economic benefits] x [SIDS],14,14_7,,1,,oceans
Challenge,economic benefits,[economic benefits] x [SIDS],14,14_7,1,1,,oceans
Challenge,economics,[economic benefits] x [SIDS],14,14_7,2,1,,oceans
Challenge,benefits,[economic benefits] x [SIDS],14,14_7,2,1,,oceans
Challenge,LDCs economic benefits,[economic benefits] x [LDCs],14,14_7,,1,,oceans
Challenge,economic benefits,[economic benefits] x [LDCs],14,14_7,1,1,,oceans
Challenge,economics,[economic benefits] x [LDCs],14,14_7,2,1,,oceans
Challenge,benefits,[economic benefits] x [LDCs],14,14_7,2,1,,oceans
Challenge,sustainable marine ressource use,[sustainable use] x [marine] x [ressources],14,14_7,,1,,oceans
Challenge,sustaiable ressource use,[sustainable use] x [marine] x [ressources],14,14_7,1,1,,oceans
Challenge,marine ressource use,[sustainable use] x [marine] x [ressources],14,14_7,1,1,,oceans
Challenge,marine ressources,[sustainable use] x [marine] x [ressources],14,14_7,2,1,,oceans
Challenge,ressource use,[sustainable use] x [marine] x [ressources],14,14_7,2,1,,oceans
Challenge,oceans,[sustainable use] x [marine] x [ressources],14,14_7,3,1,,oceans
Challenge,natural ressources,[sustainable use] x [marine] x [ressources],14,14_7,4,1,,oceans
Challenge,marine ressource economic benefits,[marine ressources] x [economic benefits],14,14_7,,1,,oceans
Challenge,economic benefits,[marine ressources] x [economic benefits],14,14_7,1,1,,oceans
Challenge,benefits,[marine ressources] x [economic benefits],14,14_7,2,1,,oceans
Challenge,economics,[marine ressources] x [economic benefits],14,14_7,2,1,,oceans
Challenge,marine ressources,[marine ressources] x [economic benefits],14,14_7,1,1,,oceans
Challenge,oceans,[marine ressources] x [economic benefits],14,14_7,2,1,,oceans
Challenge,natural ressources,[marine ressources] x [economic benefits],14,14_7,2,1,,oceans
Challenge,terrestrial ecosystem conservation,[conservation] x [terrestrial] x [ecosystems],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem conservation,[conservation] x [terrestrial] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems,[conservation] x [terrestrial] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystems,[conservation] x [terrestrial] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,conservation,[conservation] x [terrestrial] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem services conservation,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem services conservation,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem services,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems conservation,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystem conservation,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystem services,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystems,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,conservation,[conservation] x [terrestrial] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem restoration,[restoration] x [terrestrial] x [ecosystems],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem restoration,[restoration] x [terrestrial] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems,[restoration] x [terrestrial] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystems,[restoration] x [terrestrial] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,restoration,[restoration] x [terrestrial] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem services restoration,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem services restoration,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem services,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems restoration,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystem restoration,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystem services,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystems,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,restoration,[restoration] x [terrestrial] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem use,[sustainable use] x [terrestrial] x [ecosystems],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem use,[sustainable use] x [terrestrial] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems,[sustainable use] x [terrestrial] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystems,[sustainable use] x [terrestrial] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,use,[sustainable use] x [terrestrial] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem services use,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem services use,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystem services,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,terrestrial ecosystems use,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystem use,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystem services,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystems,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,use,[sustainable use] x [terrestrial] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,freshwater ecosystem conservation,[conservation] x [freshwater] x [ecosystems],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem conservation,[conservation] x [freshwater] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystems,[conservation] x [freshwater] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystems,[conservation] x [freshwater] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,conservation,[conservation] x [freshwater] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,water,[conservation] x [freshwater] x [ecosystems],15,15_1,3,1,,ecosystems biodiversity
Challenge,freshwater ecosystem services conservation,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem services conservation,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystem services,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystems,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,freshwater ecosystems conservation,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystem conservation,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystem services,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystems,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,conservation,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,water,[conservation] x [freshwater] x [ecosystems] x [services],15,15_1,4,1,,ecosystems biodiversity
Challenge,freshwater ecosystem restoration,[restoration] x [freshwater] x [ecosystems],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem restoration,[restoration] x [freshwater] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystems,[restoration] x [freshwater] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystems,[restoration] x [freshwater] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,restoration,[restoration] x [freshwater] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,water,[restoration] x [freshwater] x [ecosystems],15,15_1,3,1,,ecosystems biodiversity
Challenge,freshwater ecosystem services restoration,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem services restoration,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystem services,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystems,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,freshwater ecosystems restoration,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystem restoration,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystem services,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystems,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,restoration,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,water,[restoration] x [freshwater] x [ecosystems] x [services],15,15_1,4,1,,ecosystems biodiversity
Challenge,freshwater ecosystem use,[sustainable use] x [freshwater] x [ecosystems],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem use,[sustainable use] x [freshwater] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystems,[sustainable use] x [freshwater] x [ecosystems],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystems,[sustainable use] x [freshwater] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,use,[sustainable use] x [freshwater] x [ecosystems],15,15_1,2,1,,ecosystems biodiversity
Challenge,water,[sustainable use] x [freshwater] x [ecosystems],15,15_1,3,1,,ecosystems biodiversity
Challenge,freshwater ecosystem services use,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,,1,,ecosystems biodiversity
Challenge,ecosystem services use,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystem services,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,freshwater ecosystems,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,freshwater ecosystems use,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,1,1,,ecosystems biodiversity
Challenge,ecosystem use,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystem services,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,2,1,,ecosystems biodiversity
Challenge,ecosystems,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,use,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,3,1,,ecosystems biodiversity
Challenge,water,[sustainable use] x [freshwater] x [ecosystems] x [services],15,15_1,4,1,,ecosystems biodiversity
Challenge,forest conservation,[conservation] x [forests],15,15_1,,1,,ecosystems biodiversity
Challenge,conservation,[conservation] x [forests],15,15_1,1,1,,ecosystems biodiversity
Challenge,forests,[conservation] x [forests],15,15_1,1,1,,ecosystems biodiversity
